,text,category,entity_type,entity_value,start_offset,end_offset,tags
3027,help to see what delivery options I have,delivery_options,,,,,BLM
3028,deliveries to Valencia,delivery_options,delivery_city,Valencia,14.0,22.0,B
3029,acn i order from Canada,delivery_options,delivery_country,Canada,17.0,23.0,BIQZ
3030,is it possible to order from Munich,delivery_options,delivery_city,Munich,29.0,35.0,BIQ
3031,can I place an order from Toronto?,delivery_options,delivery_city,Toronto,26.0,33.0,BI
3032,do udeliver to Dublin,delivery_options,delivery_city,Dublin,15.0,21.0,BIQ
3033,is it possible to place an order from Liverpool,delivery_options,delivery_city,Liverpool,38.0,47.0,BIQ
3034,do you ship to Hungary?,delivery_options,delivery_country,Hungary,15.0,22.0,BIL
3035,how to see what delivery options I have?,delivery_options,,,,,BILM
3036,shipments to Toronto,delivery_options,delivery_city,Toronto,13.0,20.0,BL
3037,can I place an order from Dublin?,delivery_options,delivery_city,Dublin,26.0,32.0,BI
3038,where can I see what damn shipment options you offer?,delivery_options,,,,,BILMW
3039,is it possible to order from  Japan?,delivery_options,delivery_country,Japan,30.0,35.0,BIZ
3040,can I order from Valencia?,delivery_options,delivery_city,Valencia,17.0,25.0,BI
3041,is it possible ot order from Liverpool?,delivery_options,delivery_city,Liverpool,29.0,38.0,BIZ
3042,do ya ship to Liverpool,delivery_options,delivery_city,Liverpool,14.0,23.0,BILQ
3043,is it possible to place an order from Japan,delivery_options,delivery_country,Japan,38.0,43.0,BIQ
3044,do udeliver to Toronto,delivery_options,delivery_city,Toronto,15.0,22.0,BIQ
3045,I want assistance seeing what shipping methods I can choose,delivery_options,,,,,BLM
3046,shipping to Finland,delivery_options,delivery_country,Finland,12.0,19.0,BL
3047,"I have to see the methods for shipment, can you help me?",delivery_options,,,,,BCIL
3048,do you deliver to Detroit?,delivery_options,delivery_city,Detroit,18.0,25.0,BI
3049,I need help to see what shipment methods are available,delivery_options,,,,,BLM
3050,check options for delivery,delivery_options,,,,,BK
3051,shipping to Liverpool,delivery_options,delivery_city,Liverpool,12.0,21.0,BL
3052,"I have to see the methods for shipping, can you help me?",delivery_options,,,,,BCIL
3053,acn i order from Hungary,delivery_options,delivery_country,Hungary,17.0,24.0,BIQZ
3054,is ti possible to place an order from Seattle?,delivery_options,delivery_city,Seattle,38.0,45.0,BIZ
3055,is it possible to place a order from Canada?,delivery_options,delivery_country,Canada,37.0,43.0,BIZ
3056,do you ship to Finland?,delivery_options,delivery_country,Finland,15.0,22.0,BIL
3057,how do I check what delivery methods I can choose?,delivery_options,,,,,BILM
3058,could I check what shipment options are there?,delivery_options,,,,,BILMP
3059,deliveries to Dublin,delivery_options,delivery_city,Dublin,14.0,20.0,B
3060,is it posible to place an order from Detroit,delivery_options,delivery_city,Detroit,37.0,44.0,BIQZ
3061,what options for shipping can I choose?,delivery_options,,,,,BILM
3062,is it possible to place an order from Seattle?,delivery_options,delivery_city,Seattle,38.0,45.0,BI
3063,I want help to see the methods for shipping,delivery_options,,,,,BL
3064,I do not know how to check what shipping methods I have,delivery_options,,,,,BELM
3065,do you ship to Japan?,delivery_options,delivery_country,Japan,15.0,20.0,BIL
3066,can i place an order from Hungary,delivery_options,delivery_country,Hungary,26.0,33.0,BIQ
3067,I do not know how to see what shipping methods are there,delivery_options,,,,,BELM
3068,"I am looking for the shipping options, I need help",delivery_options,,,,,BCEL
3069,deliveries to Seattle,delivery_options,delivery_city,Seattle,14.0,21.0,B
3070,I call to check what damn shipping methods are available,delivery_options,,,,,BLMW
3071,is it possible to order from USA,delivery_options,delivery_country,USA,29.0,32.0,BIQ
3072,is it possible to place an order from Mexico?,delivery_options,delivery_country,Mexico,38.0,44.0,BI
3073,do you ship to Mexico?,delivery_options,delivery_country,Mexico,15.0,21.0,BIL
3074,shipping to Munich,delivery_options,delivery_city,Munich,12.0,18.0,BL
3075,can i place an order from Detroit,delivery_options,delivery_city,Detroit,26.0,33.0,BIQ
3076,"I would like to check the delivery options, I need help",delivery_options,,,,,BCP
3077,do uudeliver to Munich,delivery_options,delivery_city,Munich,16.0,22.0,BIQZ
3078,can i place an order from Toronto,delivery_options,delivery_city,Toronto,26.0,33.0,BIQ
3079,is it possible to order from Philadelphia?,delivery_options,delivery_city,Philadelphia,29.0,41.0,BI
3080,can i place an order from Liverpool,delivery_options,delivery_city,Liverpool,26.0,35.0,BIQ
3081,can I orderr from Mexico?,delivery_options,delivery_country,Mexico,18.0,24.0,BIZ
3082,do you delivr to Seattle?,delivery_options,delivery_city,Seattle,17.0,24.0,BIZ
3083,can you show me what delivery methods you offer?,delivery_options,,,,,BILM
3084,do you ship to Canada?,delivery_options,delivery_country,Canada,15.0,21.0,BIL
3085,help seeing what damn delivery methods are there,delivery_options,,,,,BLMW
3086,delikveries to Japan,delivery_options,delivery_country,Japan,15.0,20.0,BZ
3087,could i order from Detroit,delivery_options,delivery_city,Detroit,19.0,26.0,BIPQ
3088,where can I see the methods for shipment?,delivery_options,,,,,BIL
3089,shipping to Valencia,delivery_options,delivery_city,Valencia,12.0,20.0,BL
3090,do you deliver to Canada?,delivery_options,delivery_country,Canada,18.0,24.0,BI
3091,I don't know how to see the methods for delivery,delivery_options,,,,,BL
3092,deliveries to Japan,delivery_options,delivery_country,Japan,14.0,19.0,B
3093,shipments to Seattle,delivery_options,delivery_city,Seattle,13.0,20.0,BL
3094,is it possible to place an order from Hungary?,delivery_options,delivery_country,Hungary,38.0,45.0,BI
3095,do ya shiup to Hungary,delivery_options,delivery_country,Hungary,15.0,22.0,BILQZ
3096,can i place an order from Mexico,delivery_options,delivery_country,Mexico,26.0,32.0,BIQ
3097,shipments to Hungary,delivery_options,delivery_country,Hungary,13.0,20.0,BL
3098,I don't know how I can see what delivery options I have,delivery_options,,,,,BLM
3099,I need assistance to see what delivery methods are available,delivery_options,,,,,BLM
3100,do you ship to Detroit?,delivery_options,delivery_city,Detroit,15.0,22.0,BIL
3101,can i place a damn  order from Toronto,delivery_options,delivery_city,Toronto,31.0,38.0,BIQWZ
3102,can i order from Hungary,delivery_options,delivery_country,Hungary,17.0,24.0,BIQ
3103,"I have to check the methods for shipping, how can I do it?",delivery_options,,,,,BCIL
3104,is it possible to place a fucking order from Finland,delivery_options,delivery_country,Finland,45.0,52.0,BIQW
3105,do you ship to Toronto?,delivery_options,delivery_city,Toronto,15.0,22.0,BIL
3106,shipping to Japan,delivery_options,delivery_country,Japan,12.0,17.0,BL
3107,can i oredr from Toronto,delivery_options,delivery_city,Toronto,17.0,24.0,BIQZ
3108,can you help me to see what shipment options I have?,delivery_options,,,,,BILM
3109,is it possible to order from Seattle,delivery_options,delivery_city,Seattle,29.0,36.0,BIQ
3110,is it possible to place an order from Canada,delivery_options,delivery_country,Canada,38.0,44.0,BIQ
3111,do udeliver to Seattle,delivery_options,delivery_city,Seattle,15.0,22.0,BIQ
3112,help me check what shipment options you offer,delivery_options,,,,,BLM
3113,can I orderr from Canada?,delivery_options,delivery_country,Canada,18.0,24.0,BIZ
3114,is it possible to place an order from Valencia,delivery_options,delivery_city,Valencia,38.0,46.0,BIQ
3115,shippinh to Toronto,delivery_options,delivery_city,Toronto,12.0,19.0,BLZ
3116,I need to check what goddamn shipment methods are there,delivery_options,,,,,BLMW
3117,shipments to Munich,delivery_options,delivery_city,Munich,13.0,19.0,BL
3118,I need help to see what methods for delivery are there,delivery_options,,,,,BLM
3119,do udeliver to Canada,delivery_options,delivery_country,Canada,15.0,21.0,BIQ
3120,I need help to see what delivery options are there,delivery_options,,,,,BLM
3121,how could I check the shipment methods?,delivery_options,,,,,BILP
3122,I need to check the shipping methods,delivery_options,,,,,BL
3123,need help to see how long it takes for the parcel to arrive,delivery_period,,,,,BLQ
3124,help me to see when will my product arrive,delivery_period,,,,,BL
3125,I need to check when will my article arrive,delivery_period,,,,,BL
3126,I need to check how long the shipment takes,delivery_period,,,,,BL
3127,help to check when my delivery is gonna arrive,delivery_period,,,,,BQ
3128,i want help checking how soon can i expect my parcel,delivery_period,,,,,BLQ
3129,i do not know what to do to see how long the shipping takes,delivery_period,,,,,BELQ
3130,I try to see how long it takes for my damn parcel to arrive,delivery_period,,,,,BLW
3131,what do I need to do to check how long the shipping takes?,delivery_period,,,,,BIL
3132,i want assistance checking when will my item arrive,delivery_period,,,,,BQ
3133,wanna check how soon can i expect the purchase,delivery_period,,,,,BLQ
3134,i want ehlp seeing how soon can i expect my product,delivery_period,,,,,BLQZ
3135,I try to check how soon can I expect my item,delivery_period,,,,,BL
3136,I want to check when my article is going to arrive,delivery_period,,,,,BL
3137,i call to check how soon can i expect my parcel,delivery_period,,,,,BLQ
3138,how can I see how long it takes for the order to arrive?,delivery_period,,,,,BIL
3139,help me check how soon can i expect my goddamn purchase,delivery_period,,,,,BLQW
3140,what is the delivery period for these purchase?,delivery_period,,,,,BILZ
3141,how can I check how long it takes for my order to arrive?,delivery_period,,,,,BIL
3142,I want help checking how long the shipping takes,delivery_period,,,,,BL
3143,show me how long it takes for the purchase to arrive,delivery_period,,,,,BL
3144,how can I check when my article is going to arrive?,delivery_period,,,,,BIL
3145,want assistance checking when my order is going to arrive,delivery_period,,,,,BLQ
3146,I wang assistance to see how soon can I expect my item,delivery_period,,,,,BLZ
3147,how can i check how soon can i expect my deliver,delivery_period,,,,,BILQZ
3148,help tocheck when my parcel is going to arrive,delivery_period,,,,,BLZ
3149,"I have to see how long the shipping takes, I need assistance",delivery_period,,,,,BCL
3150,I don't know how I can see how soon can I expect my product,delivery_period,,,,,BL
3151,i want assistance to chdck when will my purchase arrive,delivery_period,,,,,BLQZ
3152,need to see how long it takes for the article to arrive,delivery_period,,,,,BLQ
3153,ik have to check how long the shipping takes,delivery_period,,,,,BLQZ
3154,I'm calling to see how soon can i expdct the shipment,delivery_period,,,,,BLQZ
3155,I need to see how long it takes for my delivery to arrive,delivery_period,,,,,BL
3156,can you help me seeing how soon can I expect my product?,delivery_period,,,,,BIL
3157,help me check how soon can i expect my item,delivery_period,,,,,BLQ
3158,I try to see whem will my article arrive,delivery_period,,,,,BLZ
3159,i need help checking when will myh purchase arrive,delivery_period,,,,,BLQZ
3160,I don't know how I could check when will my purchase arrive,delivery_period,,,,,BLP
3161,I am trying to find information about the delivery periods,delivery_period,,,,,BEM
3162,I have got to see when will my product arrive,delivery_period,,,,,BL
3163,help checking how long it takes for my article to arrive,delivery_period,,,,,BL
3164,I need help seeing when my product is going to arrive,delivery_period,,,,,BL
3165,i want help seeing how long it takes for the order to arrive,delivery_period,,,,,BLQ
3166,how could I check how long the delivery takes?,delivery_period,,,,,BIP
3167,i need help to check how soon can i expect the purchase,delivery_period,,,,,BLQ
3168,"I want to see how long the shipping takes, help me",delivery_period,,,,,BCL
3169,can you help me to check how soon can I expect my product?,delivery_period,,,,,BIL
3170,I want help seeing when will my product arrive,delivery_period,,,,,BL
3171,where can I check when my damn parcel is going to arrive?,delivery_period,,,,,BILW
3172,is it possible to check how soon can i expect the purchase,delivery_period,,,,,BILQ
3173,help me see how soon can I expect my product,delivery_period,,,,,BL
3174,how long does it usually take for a package to arrive?,delivery_period,,,,,BIL
3175,I need help checking when iwll my package arrive,delivery_period,,,,,BLZ
3176,i have got to check how soon can i expect the parcel,delivery_period,,,,,BLQ
3177,I try to see when will my parcel arrive,delivery_period,,,,,BL
3178,I need to check how sono can I expect the product,delivery_period,,,,,BLZ
3179,what is the delivery period for my parcel,delivery_period,,,,,BILQ
3180,"I need to see when  my product is going to arrive, help me",delivery_period,,,,,BCLZ
